Num Removed,Features,Components
0,1.0,1.0
1,1.0,1.0
2,1.0,1.0
3,1.0,1.0
4,1.0,0.9705882352941176
5,1.0,0.9705882352941176
6,1.0,0.9705882352941176
7,1.0,0.9705882352941176
8,1.0,0.9705882352941176
9,1.0,0.9705882352941176
10,0.9705882352941176,0.9411764705882353
11,0.9411764705882353,0.9411764705882353
12,0.9411764705882353,0.9117647058823529
13,0.9705882352941176,0.9705882352941176
